,Title,Artist,Lyrics
794,Teu Reino,Ministério Cristo Vivo,"Os reinos se abalam
Os povos se curvam
As bocas se abrem
As mãos se levantam
Pra dizer que Tu és o Rei
Pra dizer que Tu és o Senhor
Os reinos se abalam
Os povos se curvam
As bocas se abrem
As mãos se levantam
Pra dizer que Tu és o Rei
Pra dizer que Tu és o Senhor
Teu Reino é sempre eterno
Firmado em misericórdia
Justiça e igualdade
Bondade e fidelidade
A Tua igreja Te adora
A Tua igreja Te adora
Teu Reino é sempre eterno
Firmado em misericórdia
Justiça e igualdade
Bondade e fidelidade
A Tua igreja Te adora
A Tua igreja Te adora
Os reinos se abalam
Os povos se curvam
As bocas se abrem
As mãos se levantam
Pra dizer que Tu és o Rei
Pra dizer que Tu és o Senhor
Os reinos se abalam
Os povos se curvam
As bocas se abrem
As mãos se levantam
Pra dizer que Tu és o Rei
(Pra dizer que Tu és o Rei)
Pra dizer que Tu és o Senhor
Pra dizer que Tu és o Rei
(Pra dizer que Tu és o Rei)
Pra dizer que Tu és o Senhor
Pra dizer que Tu és o Rei
Pra dizer que Tu és o Senhor
Teu Reino é sempre eterno
Firmado em misericórdia
Justiça e igualdade
Bondade e fidelidade
A Tua igreja Te adora
A Tua igreja Te adora
Teu Reino é sempre eterno
Firmado em misericórdia
Justiça e igualdade
Bondade e fidelidade
A Tua igreja Te adora
A Tua igreja Te adora"
795,Simple Man,Lynyrd Skynyrd,"Mama told me when I was young
Come sit beside me, my only son
And listen closely to what I say
And if you do this, it'll help you some sunny day
Oh, yeah
(Be a simple man)
Oh, take your time, don't live too fast
Troubles will come and they will pass
Go find a woman and you'll find love
And don't forget, son, there is someone up above
And be a simple kind of man
Oh, be something you love and understand
Baby, be a simple kind of man
Oh, won't you do this for me, son
If you can?
Forget your lust for the rich man's gold
All that you need is in your soul
And you can do this, oh, baby, if you try
All that I want for you, my son
Is to be satisfied
And be a simple kind of man
Oh, be something you love and understand
Baby, be a simple kind of man
Oh, won't you do this for me, son
If you can?
(Oh, yes, I will)
Boy, don't you worry, you'll find yourself
Follow your heart and nothing else
And you can do this, oh, baby, if you try
All that I want for you, my son
Is to be satisfied
And be a simple kind of man
Oh, be something you love and understand
Baby, be a simple kind of man
Oh, won't you do this for me, son
If you can?
Baby, be a simple, be a simple man
Oh, be something you love and understand
Baby, be a simple kind of man"
796,A Última Hora,Harpa Cristã,"Ao findar o labor desta vida
Quando a morte ao teu lado chegar
Que destino há de ter tua alma?
Qual será no futuro o teu lar?
Meu amigo, hoje tu tens a escolha
Vida ou morte, qual vais aceitar?
Amanhã pode ser muito tarde
Hoje Cristo te quer libertar
Tu procuras a paz neste mundo
Em prazeres que passam em vão
Mas, na última hora da vida
Eles não mais te satisfarão
Meu amigo, hoje tu tens a escolha
Vida ou morte, qual vais aceitar?
Amanhã pode ser muito tarde
Hoje Cristo te quer libertar
Por acaso tu riste, ó amigo
Quando ouviste falar de Jesus?
Mas somente Jesus pode dar-te
Salvação pela morte na cruz
Meu amigo, hoje tu tens a escolha
Vida ou morte, qual vais aceitar?
Amanhã pode ser muito tarde
Hoje Cristo te quer libertar
Tens manchada tua alma e não podes
Contemplar o semblante de Deus
Só os cristãos de coração limpo
Poderão ter o gozo do céu
Meu amigo, hoje tu tens a escolha
Vida ou morte, qual vais aceitar?
Amanhã pode ser muito tarde
Hoje Cristo te quer libertar
Se decides deixar teus pecados
E entregar tua vida a Jesus
Trilharás, sim, na última hora
Um caminho brilhante de luz
Meu amigo, hoje tu tens a escolha
Vida ou morte, qual vais aceitar?
Amanhã pode ser muito tarde
Hoje Cristo te quer libertar"
797,Never Say Never,The Fray,"Some things we don't talk about
Rather do without and just hold the smile
Falling in and out of love
Ashamed and proud of
Together all the while
You can never say never
While we don't know when
But time and time again
Younger now than we were before
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Picture you're the queen of everything
Far as the eye can see under your command
I will be your guardian
When all is crumbling
I'll steady your hand
You can never say never
While we don't know when
But time, time, and time again
Younger now than we were before
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
We're pulling apart and coming together again and again
We're growing apart, but we pull it together
Pull it together, together again
Ooh
Oh, don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go
Don't let me go"
798,O Carpinteiro,Alessandro Vilas Boas,"Esconda-me em Ti, esconda-me em Ti
Nas asas do Seu amor
Esconda-me em Ti, esconda-me em Ti
Nas asas do Seu amor
Esconda-me em Ti, esconda-me em Ti
Nas asas do Seu amor
Esconda-me em Ti, esconda-me em Ti
Nas asas do Seu amor
Como eu amo o Seu nome
Tens o nome mais lindo que eu conheço
Como eu amo o Seu nome
Como eu amo o Seu nome
Tens o nome mais lindo que eu conheço
Esconda-me em Ti, esconda-me em Ti
Nas asas do Seu amor
Esconda-me em Ti, esconda-me em Ti
Nas asas do Seu amor
Como eu amo o Seu nome
Tens o nome mais lindo que eu conheço
Como eu amo o Seu nome
Como eu amo o Seu nome
Tens o nome mais lindo que eu conheço
Como eu amo o Seu nome, Jesus
Qual é som? Qual é o som?
Quando Deus desce na Terra?
Qual é som? Qual é o som?
Qual é som? Qual é o som?
Quando Deus desce na Terra?
Qual é som? Qual é o som?
Qual é som? Qual é o som?
Quando Deus desce na Terra?
Qual é o som? Qual é o som?
E esse é o som, do carpinteiro batendo à porta
Do carpinteiro batendo à porta
E esse é o som, do carpinteiro batendo à porta
Do carpinteiro batendo à porta
E este é meu som
Do lado de dentro eu abro a porta
Do lado de dentro eu abro a porta
E este é meu som
Do lado de dentro eu abro a porta
Do lado de dentro eu abro a porta
E esse é o som
Do carpinteiro batendo à porta
Do carpinteiro batendo à porta
E esse é o som
Do carpinteiro arrumando a casa
Do carpinteiro arrumando a casa
Como eu amo o Seu nome
Tens o nome mais lindo que eu conheço
Como eu amo o Seu nome
Como eu amo o Seu nome
Tens o nome mais lindo que eu conheço
Como eu amo o Seu nome
Como eu amo o Seu nome
Tens o nome mais lindo que eu conheço
Como eu amo o Seu nome
Qual é som? Qual é o som?
Quando Deus desce na Terra?
Qual é som? Qual é o som?
Quando Deus desce na Terra?
Qual é som? Qual é o som?
Quando Deus desce na Terra?
Qual é som? Qual é o som?
Quando Deus desce na Terra?
Qual é som? Qual é o som?
Quando Deus desce na Terra?
Qual é som? Qual é o som?
Quando Deus desce na Terra?
E esse é o som
Do carpinteiro batendo à porta
Do carpinteiro batendo à porta
E esse é o som
Do carpinteiro batendo à porta
Do carpinteiro batendo à porta"
799,Birds,Imagine Dragons,"Two hearts, one valve
Pumpin' the blood, we were the flood
We were the body and
Two lives, one life
Stickin' it out, lettin' you down
Makin' it right
Seasons, they will change
Life will make you grow
Dreams will make you cry, cry, cry
Everything is temporary
Everything will slide
Love will never die, die, die
I know that
Birds fly in different directions
I hope to see you again
Sunsets, sunrises
Livin' the dream, watchin' the leaves
Changin' the seasons
Some nights I think of you
Relivin' the past, wishin' it'd last
Wishin' and dreamin'
Seasons, they will change
Life will make you grow
Death can make you hard, hard, hard
Everything is temporary
Everything will slide
Love will never die, die, die
I know that
Birds fly in different directions
I hope to see you again
Birds fly in different directions
So fly high, so fly high
When the Moon is lookin' down
Shinin' light upon your ground
I'm flyin' up to let you see
That the shadow cast is me
I know that
Birds fly in different directions
I hope to see you again
Birds fly in different directions
So fly high, so fly high
So fly high, so fly high
So fly high, so fly high"
800,Me Ama,Ana Paula Valadão,"Tem ciúmes de mim
O Seu amor é como um furacão
E eu me rendo ao vento de Sua misericórdia
Então, de repente, não vejo mais minhas aflições
Eu só vejo a glória
E percebo quão maravilhoso Ele é
E o tanto que Ele me quer
Ô, Ele me amou
Ô, Ele me ama
Ele me amou
Tem ciúmes de mim
O Seu amor é como um furacão
E eu me rendo ao vento de sua misericórdia
Então, de repente, não vejo mais minhas aflições
Eu só vejo a glória
E percebo quão maravilhoso Ele é
E o tanto que Ele me quer
Ô, Ele me amou
Ô, Ele me ama
Ele me amou
Me ama, Ele me ama
Ele me ama, Ele me ama
Me ama, Ele me ama
Ele me ama, Ele me ama
Somos sua herança e Ele é o nosso galardão
Seu olhar de graça nos atrai à redenção
Se a graça é um oceano, estamos afogando
O céu se une à Terra como um beijo apaixonado
E meu coração dispara em meu peito acelerado
Não tenho tempo pra perder com ressentimentos
Quando penso que Ele
Me ama, Ele me ama
Ele me ama, Ele me ama
Me ama, Ele me ama
Ele me ama, Ele me ama"
801,São João de Todos Os Tempos,Mastruz Com Leite,"Nem é o som do vento
Nem estrondo do trovão
É o roncado da sanfona
Me chamando pro são joão
São joão de todos os tempos
São joão como antigamente
Das quadrilhas animadas
Das fogueiras reluzentes
Anavantu, anavantu anarriê
Vamos dançar vai começar o balancê
Em seus lugares brincadeira começando
Na grande roda nosso mundo vai girando
Passeio dos namorados
Nós vamos se encontrar
E lá no túnel do amor
A gente vai se casar
De volta pros seus lugares
Bate na palma da mão
Ôh meu são joão das antigas
Da doce recordação
A fogueira ta queimando
Em homenagem a são joão
Vamos dar viva a são pedro
Santo antônio e são joão
Troca arara e o papagaio
Em grande animação
Olha a chuva olha a cobra
Mentira de quem gritou
Nosso forró tem magia
Tem tradição e amor
Explodiu meu coração
Feito bomba no são joão
Num caracol de alegria
Vamos girar no salão
Vamos tirar o chapéu
Para final saudação
Menina se despedindo
Com sua saia a rodar
Viva o são joão dos meus sonhos
Como é gostoso lembrar"
802,Deus do Impossível,Ministério Apascentar de Louvor (Toque No Altar),"Quando tudo diz que não
Sua voz me encoraja a prosseguir
Quando tudo diz que não
Ou parece que o mar não vai se abrir
Eu sei que não estou só
E o que dizes sobre mim não pode se frustrar
Venha em meu favor
E cumpra em mim Teu querer
O Deus do impossível não desistiu de mim
Sua destra me sustenta e me faz prevalecer
O Deus do impossível não desistiu de mim
Sua destra me sustenta e me faz prevalecer
O Deus do impossível
O Deus do impossível
O Deus do impossível
Quando tudo diz que não
Sua voz me encoraja a prosseguir
Quando tudo diz que não
Ou parece que o mar não vai se abrir
Eu sei que não estou só
E o que dizes sobre mim não pode se frustrar
Venha em meu favor
E cumpra em mim Teu querer
O Deus do impossível não desistiu de mim
Sua destra me sustenta e me faz prevalecer
O Deus do impossível não desistiu de mim
Sua destra me sustenta e me faz prevalecer
O Deus do impossível não desistiu de mim
Sua destra me sustenta e me faz prevalecer
O Deus do impossível não desistiu de mim
Sua destra me sustenta e me faz prevalecer
O Deus do impossível
O Deus do impossível
O Deus do impossível
Deus do impossível"
803,Além do Rio Azul,Julia Vitória,"Além do rio azul
As ruas são de ouro e de cristais
Ali tudo é vida, ali tudo é paz
Morte e choro, nunca mais
Tristeza e dor, nunca mais
Verei o grande rio da vida
Claro como o cristal
Verei a face do meu mestre querido
Não haverá mais noite ali
Não haverá nenhum clamor
Verei os olhos de Jesus
E tocarei Seu corpo enfim
Não, não haverá mais noite ali
Não haverá nenhum clamor
Verei os olhos de Jesus
E tocarei Seu corpo enfim
As nações andarão em Sua luz
E as portas jamais se fecharão
A cidade é de ouro puro
De jaspe é seu muro
Além do rio azul
Morte e choro, tristeza e dor
Nunca mais, nunca mais
Morte e choro, tristeza e dor
Nunca mais, nunca mais
Morte e choro, tristeza e dor
Nunca mais, nunca mais
Morte e choro, tristeza e dor
Nunca mais, nunca mais
Não haverá mais noite ali
Não haverá nenhum clamor
Verei os olhos de Jesus
E tocarei Seu corpo enfim
Não haverá mais noite ali
Não haverá nenhum clamor
Verei os olhos de Jesus
E tocarei Seu corpo enfim"
804,Glimpse of Us,Joji,"She'd take the world off my shoulders
If it was ever hard to move
She'd turn the rain to a rainbow
When I was living in the blue
Why then, if she so perfect?
Do I still wish that it was you?
Perfect don't mean that it's working
So what can I do?
When you're out of sight
In my mind
'Cause sometimes I look in her eyes
And that's where I find a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passin' time in her arms
Hopin' I find a glimpse of us
Tell me he savors your glory
Does he laugh the way I did?
Is this a part of your story?
One that I had never lived
Maybe one day you'll feel lonely
And in his eyes, you'll get a glimpse
Maybe you'll start slippin' slowly
And find me again
When you're out of sight
In my mind
'Cause sometimes I look in her eyes
And that's where I find, a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passin' time in her arms
Hopin' I find a glimpse of us
Ooh, ooh, ooh
Ooh, ooh, ooh
'Cause sometimes I look in her eyes
And that's where I find, a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passin' time in her arms
Hopin' I find a glimpse of us"
